"","Texas","TX","0","1",""
"7","Organize Prior Knowledge","7E.2.6.2","7E.2.6","6","TX English Language Arts"
"7","Take Notes From Relevant and Authoritative Sources","7E.2.6.3","7E.2.6","6","TX English Language Arts"
"7","Summarize and Organize Ideas","7E.2.6.4","7E.2.6","6","TX English Language Arts"
"7","Present Information Using Available Technology","7E.2.6.5","7E.2.6","6","TX English Language Arts"
"7","Evaluate His Her Own Research","7E.2.6.6","7E.2.6","6","TX English Language Arts"
"7","Follow Accepted Formats","7E.2.6.7","7E.2.6","6","TX English Language Arts"
"7","Interacts with Writers","7E.2.7","7E.2","5","TX English Language Arts"
"7","Collaborate with Other Writers","7E.2.7.1","7E.2.7","6","TX English Language Arts"
"7","Correspond with Peers or Others via Mail","7E.2.7.2","7E.2.7","6","TX English Language Arts"
"7","Identify Challenges Faced by Published Authors","7E.2.7.3","7E.2.7","6","TX English Language Arts"
"7","Visual Images, Messages, and Meaning","7E.2.8","7E.2","5","TX English Language Arts"
"7","Illustrators' Choice of Style, Elements, and Media","7E.2.8.1","7E.2.8","6","TX English Language Arts"
"7","Interpret Important Events and Ideas","7E.2.8.2","7E.2.8","6","TX English Language Arts"
"7","Media to Compare Ideas and Points of View","7E.2.8.3","7E.2.8","6","TX English Language Arts"
"7","Sign.of Visual Images, Messages, and Meaning","7E.2.9","7E.2","5","TX English Language Arts"
"7","Ways Visual Image Makers Represent Meaning","7E.2.9.1","7E.2.9","6","TX English Language Arts"
"7","Print, Visual, and Electronic Media","7E.2.9.2","7E.2.9","6","TX English Language Arts"
"7","Purposes and Effects of Various Media","7E.2.9.3","7E.2.9","6","TX English Language Arts"
"7","How Different Media Forms Influence and Inform","7E.2.9.4","7E.2.9","6","TX English Language Arts"
"7","Visual Images, Messages, and Meaning","7E.2.10","7E.2","5","TX English Language Arts"
"7","Select, Organize, or Produce Visuals","7E.2.10.1","7E.2.10","6","TX English Language Arts"
"7","Produce Communications","7E.2.10.2","7E.2.10","6","TX English Language Arts"
"7","Lang., Medium, and Presentation Contribute Message","7E.2.10.3","7E.2.10","6","TX English Language Arts"
"7","Mathematics","7M","7","3","TX Mathematics"
"7","Equivalent Forms","7M.1","7M","4","TX Mathematics"
"7","Compare and Order Integers","7M.1.1","7M.1","5","TX Mathematics"
"7","Convert Between Fractions, Decimals, Whole Numbers","7M.1.2","7M.1","5","TX Mathematics"
"7","Represent Squares and Square Roots","7M.1.3","7M.1","5","TX Mathematics"
"7","Adds,Subtract, Mult.and Div.to Solve Problem","7M.2","7M","4","TX Mathematics"
"7","Represent Multiplication and Division Situations","7M.2.1","7M.2","5","TX Mathematics"
"7","UseAddition,Subtraction,Mult.&Div. to SolveProblem","7M.2.2","7M.2","5","TX Mathematics"
"7","Use Models toAdd,Subtract,Mult. and Div. Integers","7M.2.3","7M.2","5","TX Mathematics"
"7","Use Division to Find Unit Rates and Ratios","7M.2.4","7M.2","5","TX Mathematics"
"7","Simplify Numerical Expressions","7M.2.5","7M.2","5","TX Mathematics"
"7","Select and Use Appropriate Operations","7M.2.6","7M.2","5","TX Mathematics"
"7","Determine the Reasonableness of a Solution","7M.2.7","7M.2","5","TX Mathematics"
"7","Solve Problems","7M.3","7M","4","TX Mathematics"
"7","Estimate and Find Solutions Involving Percent","7M.3.1","7M.3","5","TX Mathematics"
"7","Estimate and Find Solutions Involving Proportional","7M.3.2","7M.3","5","TX Mathematics"
"7","Represents a Relationship","7M.4","7M","4","TX Mathematics"
"7","Generate Formulas","7M.4.1","7M.4","5","TX Mathematics"
"7","Graph Data","7M.4.2","7M.4","5","TX Mathematics"
"7","Terms in a Sequence","7M.4.3","7M.4","5","TX Mathematics"
"7","Uses Equations to Solve Problems","7M.5","7M","4","TX Mathematics"
"7","Use Concrete Models to Solve Equations","7M.5.1","7M.5","5","TX Mathematics"
"7","Formulate a Possible Problem Situation","7M.5.2","7M.5","5","TX Mathematics"
"7","Compares and Classifies Shapes and Solids","7M.6","7M","4","TX Mathematics"
"7","Use Angle Measurements to Classify Pairs of Angles","7M.6.1","7M.6","5","TX Mathematics"
"7","Use Properties to Classify Shapes","7M.6.2","7M.6","5","TX Mathematics"
"7","Use Properties to Classify Solids","7M.6.3","7M.6","5","TX Mathematics"
"7","Use Critical Attributes to Define Similarity","7M.6.4","7M.6","5","TX Mathematics"
"7","Uses Coordinate Geometry to Describe Location","7M.7","7M","4","TX Mathematics"
"7","Locate and Name Points on a Coordinate Plane","7M.7.1","7M.7","5","TX Mathematics"
"7","Graph Translations on a Coordinate Plane","7M.7.2","7M.7","5","TX Mathematics"
"7","Geometry to Model and Describe World","7M.8","7M","4","TX Mathematics"
"7","Sketch a Solid","7M.8.1","7M.8","5","TX Mathematics"
"7","Make a Net of a Surface Area of a Solid","7M.8.2","7M.8","5","TX Mathematics"
"7","Use Geometric Concepts and Properties to Solve","7M.8.3","7M.8","5","TX Mathematics"
"7","Estimation and Measurement","7M.9","7M","4","TX Mathematics"
"7","Estimate Measurements and Solve ApplicationProblem","7M.9.1","7M.9","5","TX Mathematics"
"7","Probability of Real-Life Events","7M.10","7M","4","TX Mathematics"
"7","Construct Sample Spaces","7M.10.1","7M.10","5","TX Mathematics"
"7","Find the Approximate Probability","7M.10.2","7M.10","5","TX Mathematics"
"7","Way a Set of Data is Displayed","7M.11","7M","4","TX Mathematics"
"7","Select and Use an Appropriate Representation","7M.11.1","7M.11","5","TX Mathematics"
"7","Make Inferences and Convincing Argument","7M.11.2","7M.11","5","TX Mathematics"
"7","Uses Measures of Central Tendency and Range","7M.12","7M","4","TX Mathematics"
"7","Describe a Set of Data","7M.12.1","7M.12","5","TX Mathematics"
"7","Choose Among Mean, Median, Mode or Range","7M.12.2","7M.12","5","TX Mathematics"
"7","Applies Grade 7 Math to Solve Problems","7M.13","7M","4","TX Mathematics"
"7","Identify and Apply Mathematics","7M.13.1","7M.13","5","TX Mathematics"
"7","Use a Problem-Solving Model","7M.13.2","7M.13","5","TX Mathematics"
"7","Select or Develop an App. Problem-Solving Stradegy","7M.13.3","7M.13","5","TX Mathematics"
"7","Select Tools","7M.13.4","7M.13","5","TX Mathematics"
"7","Communicates About Grade 7 Mathematics","7M.14","7M","4","TX Mathematics"
"7","Communicate Mathematical Ideas","7M.14.1","7M.14","5","TX Mathematics"
"7","Evaluate the Effectiveness","7M.14.2","7M.14","5","TX Mathematics"
"7","Uses Logical Reasoning","7M.15","7M","4","TX Mathematics"
"7","Make Conjectures","7M.15.1","7M.15","5","TX Mathematics"
"7","Validate His Her Conclusions","7M.15.2","7M.15","5","TX Mathematics"
"8","Grade 8","8","TX","2",""
"8","English Language Arts","8E","8","3","TX English Language Arts"
"8","Reading","8E.1","8E","4","TX English Language Arts"
"8","Variety of Word Recognition Strategies","8E.1.1","8E.1","5","TX English Language Arts"
"8","Letter-Sound Correspondences, Language Structure,","8E.1.1.1","8E.1.1","6","TX English Language Arts"
"8","Use Structural Analysis to Identify Words","8E.1.1.2","8E.1.1","6","TX English Language Arts"
"8","Locate the Meanings, Pronunciations, and Derivatio","8E.1.1.3","8E.1.1","6","TX English Language Arts"
"8","Read with Fluency and Understanding","8E.1.2","8E.1","5","TX English Language Arts"
"8","Read Regularly in Independent-Level Materials","8E.1.2.1","8E.1.2","6","TX English Language Arts"
"8","Read Regularly in Instructional-Level Materials","8E.1.2.2","8E.1.2","6","TX English Language Arts"
"8","Adjust Reading Rate","8E.1.2.3","8E.1.2","6","TX English Language Arts"
"8","Read Aloud in Selected Texts","8E.1.2.4","8E.1.2","6","TX English Language Arts"
"8","Read Silently with Increasing Ease","8E.1.2.5","8E.1.2","6","TX English Language Arts"
"8","Read Widely for Different Purposes","8E.1.3","8E.1","5","TX English Language Arts"
"8","Read Classic and Contemporary Works","8E.1.3.1","8E.1.3","6","TX English Language Arts"
"8","Select Varied Sources","8E.1.3.2","8E.1.3","6","TX English Language Arts"
"8","Read for Varied Purposes","8E.1.3.3","8E.1.3","6","TX English Language Arts"
"8","Read to Take Action","8E.1.3.4","8E.1.3","6","TX English Language Arts"
"8","Acquires an Extensive Vocabulary","8E.1.4","8E.1","5","TX English Language Arts"
"8","Develop Vocabulary","8E.1.4.1","8E.1.4","6","TX English Language Arts"
"8","Bring Meanings to Words in Context","8E.1.4.2","8E.1.4","6","TX English Language Arts"
"8","Use Multiple Reference Aids","8E.1.4.3","8E.1.4","6","TX English Language Arts"
"8","Determine Meaning of Derivatives","8E.1.4.4","8E.1.4","6","TX English Language Arts"
"8","Study Word Meanings Systematically","8E.1.4.5","8E.1.4","6","TX English Language Arts"
"8","Distinguish Denotative and Connotative Meaning","8E.1.4.6","8E.1.4","6","TX English Language Arts"
"8","Use Word Origins","8E.1.4.7","8E.1.4","6","TX English Language Arts"
"8","Comprehends Selections","8E.1.5","8E.1","5","TX English Language Arts"
"8","Knowledge and Experience to Comprehend","8E.1.5.1","8E.1.5","6","TX English Language Arts"
"8","Establish and Adjust Purposes For Reading","8E.1.5.2","8E.1.5","6","TX English Language Arts"
"8","Monitor His Her Own Comprehension","8E.1.5.3","8E.1.5","6","TX English Language Arts"
"8","Describe Mental Images","8E.1.5.4","8E.1.5","6","TX English Language Arts"
"8","Text's Structure or Progression of Ideas","8E.1.5.5","8E.1.5","6","TX English Language Arts"
"8","Text's Main (or Major) Ideas","8E.1.5.6","8E.1.5","6","TX English Language Arts"
"8","Paraphrase and Summarize Text","8E.1.5.7","8E.1.5","6","TX English Language Arts"
"8","Draw Inferences","8E.1.5.8","8E.1.5","6","TX English Language Arts"
"8","Similarities and Differences Across Texts","8E.1.5.9","8E.1.5","6","TX English Language Arts"
"8","Distinguish Fact and Opinion","8E.1.5.10","8E.1.5","6","TX English Language Arts"
"8","Answer Different Types and Levels of Questions","8E.1.5.11","8E.1.5","6","TX English Language Arts"
"8","Represent Text Information","8E.1.5.12","8E.1.5","6","TX English Language Arts"
"8","Use Study Strategies","8E.1.5.13","8E.1.5","6","TX English Language Arts"
"8","Expresses and Supports Responses","8E.1.6","8E.1","5","TX English Language Arts"
"8","Offer Observations","8E.1.6.1","8E.1.6","6","TX English Language Arts"
"8","Interpret Text Ideas","8E.1.6.2","8E.1.6","6","TX English Language Arts"
"8","Support Responses","8E.1.6.3","8E.1.6","6","TX English Language Arts"
"8","Connect, Compare, and Contrast Ideas","8E.1.6.4","8E.1.6","6","TX English Language Arts"
"8","Characteristics of Text's (Genres)","8E.1.7","8E.1","5","TX English Language Arts"
"8","Purposes of Different Types of Texts","8E.1.7.1","8E.1.7","6","TX English Language Arts"
"8","Distinguishing Features of Genres","8E.1.7.2","8E.1.7","6","TX English Language Arts"
"8","Compare Communication in Different Forms","8E.1.7.3","8E.1.7","6","TX English Language Arts"
"8","Understand and Identify Literary Terms","8E.1.7.4","8E.1.7","6","TX English Language Arts"
"8","Understand Literary Forms","8E.1.7.5","8E.1.7","6","TX English Language Arts"
"8","Analyze Characters","8E.1.7.6","8E.1.7","6","TX English Language Arts"
"8","Story Plot, Setting, and Problem Resolution","8E.1.7.7","8E.1.7","6","TX English Language Arts"
"8","Author's Perspective or Point of View","8E.1.7.8","8E.1.7","6","TX English Language Arts"
"8","Analyze Ways Authors Organize and Present Ideas","8E.1.7.9","8E.1.7","6","TX English Language Arts"
"8","Recognize and Interpret Literary Devices","8E.1.7.10","8E.1.7","6","TX English Language Arts"
"8","Recognize How Style, Tone, & Mood Contribute","8E.1.7.11","8E.1.7","6","TX English Language Arts"
"8","Reads to Increase Knowledge","8E.1.8","8E.1","5","TX English Language Arts"
"8","Compare Text Events","8E.1.8.1","8E.1.8","6","TX English Language Arts"
"8","Distinctive and Common Characteristics of Cultures","8E.1.8.2","8E.1.8","6","TX English Language Arts"
"8","Themes and Connections that Cross Cultures","8E.1.8.3","8E.1.8","6","TX English Language Arts"
"8","Inquires and Conducts Research","8E.1.9","8E.1","5","TX English Language Arts"
"8","Form and Revise Questions for Investigations","8E.1.9.1","8E.1.9","6","TX English Language Arts"
"8","Use Text Organizers","8E.1.9.2","8E.1.9","6","TX English Language Arts"
"8","Use Multiple Sources","8E.1.9.3","8E.1.9","6","TX English Language Arts"
"8","Interpret and Use Graphic Sources of Information","8E.1.9.4","8E.1.9","6","TX English Language Arts"
"8","Summarize Record and Organize Information","8E.1.9.5","8E.1.9","6","TX English Language Arts"
"8","Produce Research Projects and Reports","8E.1.9.6","8E.1.9","6","TX English Language Arts"
"8","Draw Conclusions from Information","8E.1.9.7","8E.1.9","6","TX English Language Arts"
"8","Use Compiled Information and Knowledge","8E.1.9.8","8E.1.9","6","TX English Language Arts"
"8","Organized Statements, Reports, and Speeches","8E.1.9.9","8E.1.9","6","TX English Language Arts"
"8","Writing","8E.2","8E","4","TX English Language Arts"
"8","Writes For a Variety of Audiences","8E.2.1","8E.2","5","TX English Language Arts"
"8","Write to Express","8E.2.1.1","8E.2.1","6","TX English Language Arts"
"8","Write to Influence","8E.2.1.2","8E.2.1","6","TX English Language Arts"
"8","Write to Inform","8E.2.1.3","8E.2.1","6","TX English Language Arts"
"8","Write to Entertain","8E.2.1.4","8E.2.1","6","TX English Language Arts"
"8","Select and Use Voice and Style","8E.2.1.5","8E.2.1","6","TX English Language Arts"
"8","Appropriate From for His Her Own Purpose for Write","8E.2.1.6","8E.2.1","6","TX English Language Arts"
"8","Use Literary Devices Effectively","8E.2.1.7","8E.2.1","6","TX English Language Arts"
"8","Produce Cohesive and Coherent Written Texts","8E.2.1.8","8E.2.1","6","TX English Language Arts"
"8","Composes Original Texts","8E.2.2","8E.2","5","TX English Language Arts"
"8","Write Legibly","8E.2.2.1","8E.2.2","6","TX English Language Arts"
"8","Capitalize and Punctuate Correctly","8E.2.2.2","8E.2.2","6","TX English Language Arts"
"8","Spell Derivatives Correctly","8E.2.2.3","8E.2.2","6","TX English Language Arts"
"8","Spell Frequently Misspelled Words","8E.2.2.4","8E.2.2","6","TX English Language Arts"
"8","Use Resourses to Find Correct Spellings","8E.2.2.5","8E.2.2","6","TX English Language Arts"
"8","Spell Accurately in Final Drafts","8E.2.2.6","8E.2.2","6","TX English Language Arts"
"8","Influences of Languages and Cultures on Spelling","8E.2.2.7","8E.2.2","6","TX English Language Arts"
"8","Applies Standard Grammar and Usage","8E.2.3","8E.2","5","TX English Language Arts"
"8","Write in Complete Sentences","8E.2.3.1","8E.2.3","6","TX English Language Arts"
"8","Use Conjunctions to Connect Ideas Meaningfully","8E.2.3.2","8E.2.3","6","TX English Language Arts"
"8","Employ Standard English Usage in Writing","8E.2.3.3","8E.2.3","6","TX English Language Arts"
"8","Use Adjectives","8E.2.3.4","8E.2.3","6","TX English Language Arts"
"8","Use Prepositional Phrases","8E.2.3.5","8E.2.3","6","TX English Language Arts"
"8","Use Verb Tenses","8E.2.3.6","8E.2.3","6","TX English Language Arts"
"8","WriteAccuratlyWhenUsingApostrophes in Contractions","8E.2.3.7","8E.2.3","6","TX English Language Arts"
"8","Accuracy When Using Pronoun Case","8E.2.3.8","8E.2.3","6","TX English Language Arts"
"8","Selects and Uses Writing Processes","8E.2.4","8E.2","5","TX English Language Arts"
"8","Generate Ideas and Plans for Writing","8E.2.4.1","8E.2.4","6","TX English Language Arts"
"8","Develop Drafts by Categorizing Ideas","8E.2.4.2","8E.2.4","6","TX English Language Arts"
"8","Revise Selected Drafts","8E.2.4.3","8E.2.4","6","TX English Language Arts"
"8","Revise Drafts For Coherence","8E.2.4.4","8E.2.4","6","TX English Language Arts"
"8","Edit Drafts for Specific Purposes","8E.2.4.5","8E.2.4","6","TX English Language Arts"
"8","Use Available Technology","8E.2.4.6","8E.2.4","6","TX English Language Arts"
"8","Refine Selected Pieces Frequently","8E.2.4.7","8E.2.4","6","TX English Language Arts"
"8","Proofread His Her Own Writing","8E.2.4.8","8E.2.4","6","TX English Language Arts"
"8","Select and Use Reference Materials","8E.2.4.9","8E.2.4","6","TX English Language Arts"
"8","Evaluates His Her Own Writing","8E.2.5","8E.2","5","TX English Language Arts"
"8","Apply Criteria to Evaluate Writing","8E.2.5.1","8E.2.5","6","TX English Language Arts"
"8","Respond in Constructive Ways to Others' Writing","8E.2.5.2","8E.2.5","6","TX English Language Arts"
"8","Evaluate How Writing Achieves its Purposes","8E.2.5.3","8E.2.5","6","TX English Language Arts"
"8","Analyze Published Examples","8E.2.5.4","8E.2.5","6","TX English Language Arts"
"8","Review a Collection of Written Works","8E.2.5.5","8E.2.5","6","TX English Language Arts"
"8","Uses Writing as a Tool","8E.2.6","8E.2","5","TX English Language Arts"
"8","Frame Question to Direct Research","8E.2.6.1","8E.2.6","6","TX English Language Arts"
"8","Organize Prior Knowledge About a Topic","8E.2.6.2","8E.2.6","6","TX English Language Arts"
"8","Take Notes from Relevant and Authoritative Sources","8E.2.6.3","8E.2.6","6","TX English Language Arts"
"8","Summarize and Organize Ideas","8E.2.6.4","8E.2.6","6","TX English Language Arts"
"8","Present Information in Various Forms","8E.2.6.5","8E.2.6","6","TX English Language Arts"
"8","Evaluate His Her Own Research","8E.2.6.6","8E.2.6","6","TX English Language Arts"
"8","Accepted Formats for Writing Research","8E.2.6.7","8E.2.6","6","TX English Language Arts"
"8","Interacts With Writers Inside&Outside the Class","8E.2.7","8E.2","5","TX English Language Arts"
"8","Collaborate With Other Writers","8E.2.7.1","8E.2.7","6","TX English Language Arts"
"8","Correspond with Peers or Other Via Mail","8E.2.7.2","8E.2.7","6","TX English Language Arts"
"8","Challenges Faced by Published Authors","8E.2.7.3","8E.2.7","6","TX English Language Arts"
"8","Understands and Interprets Visual Images","8E.2.8","8E.2","5","TX English Language Arts"
"8","Illustartors' Choise of Style, Elements, and Media","8E.2.8.1","8E.2.8","6","TX English Language Arts"
"8","Interpret Important Events and Ideas","8E.2.8.2","8E.2.8","6","TX English Language Arts"
"8","Use Media to Compare Ideas and Points of View","8E.2.8.3","8E.2.8","6","TX English Language Arts"
"8","Significance of Visual Images,Messages,and Meaning","8E.2.9","8E.2","5","TX English Language Arts"
"8","Ways Visual Image Makers Represent Meaning","8E.2.9.1","8E.2.9","6","TX English Language Arts"
"8","Print, Visual and Electronic Media","8E.2.9.2","8E.2.9","6","TX English Language Arts"
"8","Purposes and Effects of Varying Media","8E.2.9.3","8E.2.9","6","TX English Language Arts"
"8","How Different Media Forms Influence and Inform","8E.2.9.4","8E.2.9","6","TX English Language Arts"
"8","Produces Visual Images","8E.2.10","8E.2","5","TX English Language Arts"
"8","Visuals to Complement and Extend Meaning","8E.2.10.1","8E.2.10","6","TX English Language Arts"
"8","Produce Communications Using Technology","8E.2.10.2","8E.2.10","6","TX English Language Arts"
"8","Language, Medium&Presentation Contribute Message","8E.2.10.3","8E.2.10","6","TX English Language Arts"
"8","Mathematics","8M","8","3","TX Mathematics"
"8","Different Forms of Numbers are Appropriate","8M.1","8M","4","TX Mathematics"
"8","Compare and Order Rational Numbers","8M.1.1","8M.1","5","TX Mathematics"
"8","Select and Use Appropriate Forms of RationalNumber","8M.1.2","8M.1","5","TX Mathematics"
"8","Approximate the Value of Irrational Numbers","8M.1.3","8M.1","5","TX Mathematics"
"8","Express Numbers in Scientific Notation","8M.1.4","8M.1","5","TX Mathematics"
"8","Uses Appropriate Operations to Solve Problems","8M.2","8M","4","TX Mathematics"
"8","Select and Use Appropriate Operation","8M.2.1","8M.2","5","TX Mathematics"
"8","Adds Subtracts, Mult. & Div. Rational Numbers","8M.2.2","8M.2","5","TX Mathematics"
"8","Evaluate a Solution","8M.2.3","8M.2","5","TX Mathematics"
"8","Use Multiplication by a Constant Factor","8M.2.4","8M.2","5","TX Mathematics"
"8","Identifies Proportional Relationships","8M.3","8M","4","TX Mathematics"
"8","Compare&Contrast Proportional and Non Proportional","8M.3.1","8M.3","5","TX Mathematics"
"8","Estimate and Find Solutions to Application Problem","8M.3.2","8M.3","5","TX Mathematics"
"8","Makes Connection Among Various Representations","8M.4","8M","4","TX Mathematics"
"8","Generate a Different Representation","8M.4.1","8M.4","5","TX Mathematics"
"8","Uses Graphs, Tables, and Algebraic Representations","8M.5","8M","4","TX Mathematics"
"8","Estimate, Find, & Justify Solutions to Appli. Prob","8M.5.1","8M.5","5","TX Mathematics"
"8","Use an Algebraic Expression","8M.5.2","8M.5","5","TX Mathematics"
"8","Uses Tranformational Geometry","8M.6","8M","4","TX Mathematics"
"8","Generate Similar Shapes","8M.6.1","8M.6","5","TX Mathematics"
"8","Graph Dilations, Reflections, and Translations","8M.6.2","8M.6","5","TX Mathematics"
"8","Uses Geometry to Model and Describe World","8M.7","8M","4","TX Mathematics"
"8","Draw Solids","8M.7.1","8M.7","5","TX Mathematics"
"8","Use Geometric Concepts and Properties","8M.7.2","8M.7","5","TX Mathematics"
"8","Demonstrate the Pythagorean Theorem","8M.7.3","8M.7","5","TX Mathematics"
"8","Locate and Name Points on a Coordinate Plane","8M.7.4","8M.7","5","TX Mathematics"
"8","Determine Measures of Solids","8M.8","8M","4","TX Mathematics"
"8","Find Surface Area of Prisms and Cylinders","8M.8.1","8M.8","5","TX Mathematics"
"8","Connect Models","8M.8.2","8M.8","5","TX Mathematics"
"8","Estimate Answers and Use Formulas","8M.8.3","8M.8","5","TX Mathematics"
"8","Uses Indirect Measurement to Solve Problems","8M.9","8M","4","TX Mathematics"
"8","Use The Pythagorean Theorem","8M.9.1","8M.9","5","TX Mathematics"
"8","Use Proportional Relationships","8M.9.2","8M.9","5","TX Mathematics"
"8","Describe Changes in Dimensions","8M.10","8M","4","TX Mathematics"
"8","Describe the Resulting Effects on Perimeter&Area","8M.10.1","8M.10","5","TX Mathematics"
"8","Describe the Resulting Effect on Volume","8M.10.2","8M.10","5","TX Mathematics"
"8","Theoretical and Experimental Probability","8M.11","8M","4","TX Mathematics"
"8","Find the Probabilities","8M.11.1","8M.11","5","TX Mathematics"
"8","Use Theoretical Probabilities","8M.11.2","8M.11","5","TX Mathematics"
"8","Select and Use Different Models","8M.11.3","8M.11","5","TX Mathematics"
"8","Uses Statistical Procedures","8M.12","8M","4","TX Mathematics"
"8","Select the Appropriate Measure of Central Tendency","8M.12.1","8M.12","5","TX Mathematics"
"8","Draw Conclusions and Make Predictions","8M.12.2","8M.12","5","TX Mathematics"
"8","Construct Circle Graphs, Bar Graphs, and Histogram","8M.12.3","8M.12","5","TX Mathematics"
"8","Evaluates Predictions and Conclusions","8M.13","8M","4","TX Mathematics"
"8","Evaluate Methods of Sampling","8M.13.1","8M.13","5","TX Mathematics"
"8","Recognize Misuses of Graphical or Numberical Info.","8M.13.2","8M.13","5","TX Mathematics"
"8","Applies Grad 8 Math to Solve Problems","8M.14","8M","4","TX Mathematics"
"8","Identify and Apply Mathematics","8M.14.1","8M.14","5","TX Mathematics"
"8","Use A Problem-Solving Model","8M.14.2","8M.14","5","TX Mathematics"
"8","Select Develop an Appropriate Problem-Solving Str.","8M.14.3","8M.14","5","TX Mathematics"
"8","Select Tools Such as Real Objects","8M.14.4","8M.14","5","TX Mathematics"
"8","Communicates About Grade 8 Mathematics","8M.15","8M","4","TX Mathematics"
"8","Communicate Mathematical Ideas","8M.15.1","8M.15","5","TX Mathematics"
"8","Evaluate the Effectiveness","8M.15.2","8M.15","5","TX Mathematics"
"8","Uses Logical Reasoning","8M.16","8M","4","TX Mathematics"
"8","Make Conjectures","8M.16.1","8M.16","5","TX Mathematics"
"8","Validate His Her Conclusions","8M.16.2","8M.16","5","TX Mathematics"
