"","Ctb assessment bank","CTB","0","1",""
"8","Translate verbal and mathematical expressions","8M.2.5.2","8M.2.5","1","CTB Mathematics"
"8","Geometry","8M.3","8M","1","CTB Mathematics"
"8","Plane figures","8M.3.1","8M.3","1","CTB Mathematics"
"8","Identify, classify, plane figures","8M.3.1.1","8M.3.1","1","CTB Mathematics"
"8","Describe attributes and properties of plane figure","8M.3.1.2","8M.3.1","1","CTB Mathematics"
"8","Recognize regular polygons have congruent angles","8M.3.1.3","8M.3.1","1","CTB Mathematics"
"8","Determine the angle measure of a regular polygon","8M.3.1.5","8M.3.1","1","CTB Mathematics"
"8","Solid figures","8M.3.2","8M.3","1","CTB Mathematics"
"8","Identify, classify solid figures","8M.3.2.1","8M.3.2","1","CTB Mathematics"
"8","Describe attributes and properties of solid figure","8M.3.2.2","8M.3.2","1","CTB Mathematics"
"8","Angles","8M.3.3","8M.3","1","CTB Mathematics"
"8","Draw and measure angles","8M.3.3.2","8M.3.3","1","CTB Mathematics"
"8","Identify angle pairs","8M.3.3.3","8M.3.3","1","CTB Mathematics"
"8","Use properties of angle to solve problems","8M.3.3.4","8M.3.3","1","CTB Mathematics"
"8","Identify angles","8M.3.3.5","8M.3.3","1","CTB Mathematics"
"8","Triangles","8M.3.4","8M.3","1","CTB Mathematics"
"8","Solve problems involving unknown angle measure","8M.3.4.2","8M.3.4","1","CTB Mathematics"
"8","Use the pythagorean theorem to solve problems","8M.3.4.4","8M.3.4","1","CTB Mathematics"
"8","Parts of a circle","8M.3.5","8M.3","1","CTB Mathematics"
"8","Identify the attributes of a circle","8M.3.5.1","8M.3.5","1","CTB Mathematics"
"8","Coordinate geometry","8M.3.6","8M.3","1","CTB Mathematics"
"8","Locate points","8M.3.6.1","8M.3.6","1","CTB Mathematics"
"8","Graph ordered pairs","8M.3.6.2","8M.3.6","1","CTB Mathematics"
"8","Find the distance between points","8M.3.6.3","8M.3.6","1","CTB Mathematics"
"8","Determine missing point of a polygon","8M.3.6.4","8M.3.6","1","CTB Mathematics"
"8","Find the slope of equations","8M.3.6.5","8M.3.6","1","CTB Mathematics"
"8","Parallel, perpendicular, intersecting lines","8M.3.7","8M.3","1","CTB Mathematics"
"8","Identify line segments","8M.3.7.1","8M.3.7","1","CTB Mathematics"
"8","Find the distance between points on lines","8M.3.7.2","8M.3.7","1","CTB Mathematics"
"8","Determine parallel perpendicular lines and planes","8M.3.7.3","8M.3.7","1","CTB Mathematics"
"8","Congruence, similarity","8M.3.8","8M.3","1","CTB Mathematics"
"8","Identify congruent shapes and figures","8M.3.8.1","8M.3.8","1","CTB Mathematics"
"8","Identify similar shapes and figures","8M.3.8.2","8M.3.8","1","CTB Mathematics"
"8","Identify corresponding parts","8M.3.8.3","8M.3.8","1","CTB Mathematics"
"8","Transformations","8M.3.9","8M.3","1","CTB Mathematics"
"8","Identify-apply transformations","8M.3.9.1","8M.3.9","1","CTB Mathematics"
"8","Associate quarter turns w-number of degrees","8M.3.9.2","8M.3.9","1","CTB Mathematics"
"8","Spatial reasoning","8M.3.10","8M.3","1","CTB Mathematics"
"8","Pred. results of combining-dividing-changing shape","8M.3.10.1","8M.3.10","1","CTB Mathematics"
"8","Point, line, ray, plane","8M.3.11","8M.3","1","CTB Mathematics"
"8","Identify and use notation","8M.3.11.1","8M.3.11","1","CTB Mathematics"
"8","Measurement","8M.4","8M","1","CTB Mathematics"
"8","Time","8M.4.2","8M.4","1","CTB Mathematics"
"8","Determine elapsed time","8M.4.2.1","8M.4.2","1","CTB Mathematics"
"8","Temperature","8M.4.3","8M.4","1","CTB Mathematics"
"8","Convert temperatures","8M.4.3.2","8M.4.3","1","CTB Mathematics"
"8","Volume, capacity","8M.4.6","8M.4","1","CTB Mathematics"
"8","Determine volume","8M.4.6.1","8M.4.6","1","CTB Mathematics"
"8","Determine missing measurement given volume","8M.4.6.3","8M.4.6","1","CTB Mathematics"
"8","Perimeter","8M.4.8","8M.4","1","CTB Mathematics"
"8","Find the perimeter of polygons","8M.4.8.1","8M.4.8","1","CTB Mathematics"
"8","Determine missing measurement given perimeter","8M.4.8.3","8M.4.8","1","CTB Mathematics"
"8","Area","8M.4.9","8M.4","1","CTB Mathematics"
"8","Find the area of figures","8M.4.9.1","8M.4.9","1","CTB Mathematics"
"8","Find surface area","8M.4.9.3","8M.4.9","1","CTB Mathematics"
"8","Determine measurement given area","8M.4.9.4","8M.4.9","1","CTB Mathematics"
"8","Scale drawing-maps","8M.4.11","8M.4","1","CTB Mathematics"
"8","Use scale drawings and maps to solve problems","8M.4.11.1","8M.4.11","1","CTB Mathematics"
"8","Rate","8M.4.12","8M.4","1","CTB Mathematics"
"8","Solve problems involving rate","8M.4.12.1","8M.4.12","1","CTB Mathematics"
"8","Circumference","8M.4.13","8M.4","1","CTB Mathematics"
"8","Find circumference","8M.4.13.1","8M.4.13","1","CTB Mathematics"
"8","Data analysis and probability","8M.5","8M","1","CTB Mathematics"
"8","Read and interpret data","8M.5.1","8M.5","1","CTB Mathematics"
"8","Read and interpret data displays","8M.5.1.1","8M.5.1","1","CTB Mathematics"
"8","Compare data","8M.5.1.2","8M.5.1","1","CTB Mathematics"
"8","Make inferences and draw conclusions from data","8M.5.1.3","8M.5.1","1","CTB Mathematics"
"8","Use data to solve problems","8M.5.1.4","8M.5.1","1","CTB Mathematics"
"8","Make and evaluate predictions","8M.5.1.5","8M.5.1","1","CTB Mathematics"
"8","Determine trends in data","8M.5.1.7","8M.5.1","1","CTB Mathematics"
"8","Organize data","8M.5.2","8M.5","1","CTB Mathematics"
"8","Organize data","8M.5.2.1","8M.5.2","1","CTB Mathematics"
"8","Restructure display to include additional info.","8M.5.2.2","8M.5.2","1","CTB Mathematics"
"8","Select correct data display for set of data","8M.5.2.3","8M.5.2","1","CTB Mathematics"
"8","Select most appropriate way to org.-display data","8M.5.2.4","8M.5.2","1","CTB Mathematics"
"8","Understand characteristics of well-designed survey","8M.5.2.5","8M.5.2","1","CTB Mathematics"
"8","Probability","8M.5.3","8M.5","1","CTB Mathematics"
"8","Determine probability of events","8M.5.3.2","8M.5.3","1","CTB Mathematics"
"8","Express probability of event as fraction or ratio","8M.5.3.4","8M.5.3","1","CTB Mathematics"
"8","Under. likelihood of an event that can be rep.","8M.5.3.5","8M.5.3","1","CTB Mathematics"
"8","Statistics","8M.5.4","8M.5","1","CTB Mathematics"
"8","Calculate, explain mean, median, mode, and range","8M.5.4.1","8M.5.4","1","CTB Mathematics"
"8","Describe how changes in data affect mean, median","8M.5.4.2","8M.5.4","1","CTB Mathematics"
"8","Discrete math","8M.5.5","8M.5","1","CTB Mathematics"
"8","Use and interpret venn diagrams","8M.5.5.1","8M.5.5","1","CTB Mathematics"
"8","Permutations and combinations","8M.5.5.2","8M.5.5","1","CTB Mathematics"
"8","Problem solving-reasoning-proof","8M.6","8M","1","CTB Mathematics"
"8","Identify missing, extra information","8M.6.1","8M.6","1","CTB Mathematics"
"8","Determine the missing or extra information needed","8M.6.1.1","8M.6.1","1","CTB Mathematics"
"8","Develop strategy","8M.6.2","8M.6","1","CTB Mathematics"
"8","Determine use most appropriate way to solve prob.","8M.6.2.1","8M.6.2","1","CTB Mathematics"
"8","Identify key steps or processes to solution","8M.6.2.2","8M.6.2","1","CTB Mathematics"
"8","Identify strategy to solve simple-complex problems","8M.6.2.3","8M.6.2","1","CTB Mathematics"
"8","Evaluate solution","8M.6.3","8M.6","1","CTB Mathematics"
"8","Locate calculation errors","8M.6.3.1","8M.6.3","1","CTB Mathematics"
"8","Use reasoning to explain-verify the correctness","8M.6.3.3","8M.6.3","1","CTB Mathematics"
"8","Inductive, deductive reasoning","8M.6.4","8M.6","1","CTB Mathematics"
"8","Use inductive-deductive reasoning to solve a prob.","8M.6.4.1","8M.6.4","1","CTB Mathematics"
"8","Make and evaluate conjectures, proofs","8M.6.5","8M.6","1","CTB Mathematics"
"8","Justify or disprove conjectures, proofs","8M.6.5.2","8M.6.5","1","CTB Mathematics"
"8","Conclusion and generalization","8M.6.6","8M.6","1","CTB Mathematics"
"8","Use models-facts-relationships to draw conclusions","8M.6.6.1","8M.6.6","1","CTB Mathematics"
"8","Solve multi-step problem","8M.6.7","8M.6","1","CTB Mathematics"
"8","Solve problems involving more than one step","8M.6.7.1","8M.6.7","1","CTB Mathematics"
"8","Communication-representation","8M.7","8M","1","CTB Mathematics"
"8","Model problem solution","8M.7.1","8M.7","1","CTB Mathematics"
"8","Show how to solve problem","8M.7.1.1","8M.7.1","1","CTB Mathematics"
"8","Model problem situation","8M.7.2","8M.7","1","CTB Mathematics"
"8","Use mathematical symbols-words to represent prob.","8M.7.2.1","8M.7.2","1","CTB Mathematics"
"8","Relate models to ideas","8M.7.3","8M.7","1","CTB Mathematics"
"8","Use models to identify-explain math concepts","8M.7.3.1","8M.7.3","1","CTB Mathematics"
"8","Evaluate ideas","8M.7.4","8M.7","1","CTB Mathematics"
"8","Analyze-evaluate-explain math. strategies","8M.7.4.1","8M.7.4","1","CTB Mathematics"
"8","Explain solution process","8M.7.5","8M.7","1","CTB Mathematics"
"8","Explain-justify process via written-symbolic work","8M.7.5.1","8M.7.5","1","CTB Mathematics"
"8","Civics","8C","8C","1","CTB Civics"
"8","Role of government","8C.1","8C","1","CTB Civics"
"8","Rules and laws","8C.1.1","8C.1","1","CTB Civics"
"8","Principles and purposes of government","8C.1.2","8C.1","1","CTB Civics"
"8","Political systems","8C.1.3","8C.1","1","CTB Civics"
"8","American political heritage","8C.2","8C","1","CTB Civics"
"8","Democratic values and principles","8C.2.1","8C.2","1","CTB Civics"
"8","Declaration of independence","8C.2.2","8C.2","1","CTB Civics"
"8","Development of the constitution","8C.2.3","8C.2","1","CTB Civics"
"8","Colonial american government","8C.2.4","8C.2","1","CTB Civics"
"8","Origins of american democracy","8C.2.5","8C.2","1","CTB Civics"
"8","Structures and processes of the u.s. government","8C.3","8C","1","CTB Civics"
"8","Purpose and principles of the constitution","8C.3.1","8C.3","1","CTB Civics"
"8","Fed., state, local govt. responsibilities, powers","8C.3.2","8C.3","1","CTB Civics"
"8","Executive, legislative, judicial branches","8C.3.3","8C.3","1","CTB Civics"
"8","Bill of rights and other amendments","8C.3.4","8C.3","1","CTB Civics"
"8","Major supreme court decisions","8C.3.6","8C.3","1","CTB Civics"
"8","Role of the citizen","8C.4","8C","1","CTB Civics"
"8","Rights and responsibilities of citizens","8C.4.1","8C.4","1","CTB Civics"
"8","Civic contributions of individuals,  groups","8C.4.2","8C.4","1","CTB Civics"
"8","Becoming a citizen","8C.4.3","8C.4","1","CTB Civics"
"8","Political parties, interest groups, media","8C.4.4","8C.4","1","CTB Civics"
"8","World affairs","8C.5","8C","1","CTB Civics"
"8","United states foreign policy","8C.5.2","8C.5","1","CTB Civics"
"8","Economics","8E","8","1","CTB Economics"
"8","Production, distribution, consumption","8E.1","8E","1","CTB Economics"
"8","Consumers, producers, and distributors","8E.1.1","8E.1","1","CTB Economics"
"8","Supply and demand","8E.1.2","8E.1","1","CTB Economics"
"8","Human, natural, and capital resources","8E.1.3","8E.1","1","CTB Economics"
"8","Transportation, communication, and technology","8E.1.4","8E.1","1","CTB Economics"
"8","Forms of exchange","8E.2","8E","1","CTB Economics"
"8","Exchange and money","8E.2.1","8E.2","1","CTB Economics"
"8","Economic institutions","8E.3","8E","1","CTB Economics"
"8","Roles of various institutions","8E.3.1","8E.3","1","CTB Economics"
"8","Labor and business","8E.4","8E","1","CTB Economics"
"8","Specialization","8E.4.1","8E.4","1","CTB Economics"
"8","Business structure","8E.4.2","8E.4","1","CTB Economics"
"8","Skills, knowledge, and careers","8E.4.3","8E.4","1","CTB Economics"
"8","Role of government","8E.5","8E","1","CTB Economics"
"8","Public goods and services","8E.5.1","8E.5","1","CTB Economics"
"8","Taxes and other sources of revenue","8E.5.2","8E.5","1","CTB Economics"
"8","Policies and regulations","8E.5.3","8E.5","1","CTB Economics"
"8","Economic systems","8E.6","8E","1","CTB Economics"
"8","Types of systems","8E.6.1","8E.6","1","CTB Economics"
"8","Economic conditions","8E.7","8E","1","CTB Economics"
"8","Unemployment","8E.7.1","8E.7","1","CTB Economics"
"8","Economic interdependence","8E.8","8E","1","CTB Economics"
"8","Trade","8E.8.1","8E.8","1","CTB Economics"
"8","Local, regional, global interdependence","8E.8.2","8E.8","1","CTB Economics"
"8","Application of economics","8E.9","8E","1","CTB Economics"
"8","Apply economics to interpret the past","8E.9.1","8E.9","1","CTB Economics"
"8","Apply econ. to interpret present, plan for future","8E.9.2","8E.9","1","CTB Economics"
"8","Geography","8G","8","1","CTB Geography"
"8","The world in spatial terms","8G.1","8G","1","CTB Geography"
"8","Maps, graphics, and other tools","8G.1.1","8G.1","1","CTB Geography"
"8","Mental maps","8G.1.2","8G.1","1","CTB Geography"
"8","Places and regions","8G.2","8G","1","CTB Geography"
"8","Physical characteristics of places","8G.2.1","8G.2","1","CTB Geography"
"8","Human characteristics of places","8G.2.2","8G.2","1","CTB Geography"
"8","Regions","8G.2.3","8G.2","1","CTB Geography"
"8","Physical systems","8G.3","8G","1","CTB Geography"
"8","Physical processes","8G.3.1","8G.3","1","CTB Geography"
"8","Ecosystems","8G.3.2","8G.3","1","CTB Geography"
"8","Human systems","8G.4","8G","1","CTB Geography"
"8","Settlement and migration","8G.4.1","8G.4","1","CTB Geography"
"8","Economic interdependence","8G.4.2","8G.4","1","CTB Geography"
"8","Environment and society","8G.5","8G","1","CTB Geography"
"8","Human actions modify the physical environment","8G.5.1","8G.5","1","CTB Geography"
"8","Physical systems affect human systems","8G.5.2","8G.5","1","CTB Geography"
"8","Resources","8G.5.3","8G.5","1","CTB Geography"
"8","The uses of geography","8G.6","8G","1","CTB Geography"
"8","Apply geography to interpret the past","8G.6.1","8G.6","1","CTB Geography"
"8","Apply geog. to interpret present, plan for future","8G.6.2","8G.6","1","CTB Geography"
"8","History","8H","8","1","CTB History"
"8","United states history","8H.1","8H","1","CTB History"
"8","Three worlds meet, to 1620","8H.1.1","8H.1","1","CTB History"
"8","Colonization and settlement, 1500-1763","8H.1.2","8H.1","1","CTB History"
"8","American revolution and the new nation, 1754-1820s","8H.1.3","8H.1","1","CTB History"
"8","Expansion and reform, 1801-1861","8H.1.4","8H.1","1","CTB History"
"8","Civil war and reconstruction, 1850-1877","8H.1.5","8H.1","1","CTB History"
"8","Industrialization, reform, imperialism, 1865-1914","8H.1.6","8H.1","1","CTB History"
"8","Cross era themes","8H.1.7","8H.1","1","CTB History"
"8","World history","8H.2","8H","1","CTB History"
"8","Civilizations, empires, religions, 1000 bc-ad 300","8H.2.1","8H.2","1","CTB History"
"8","Age of revolutions, 1750-1914","8H.2.2","8H.2","1","CTB History"
"8","World wars, ideologies, social changes, 1900-1945","8H.2.3","8H.2","1","CTB History"
"8","Cross era themes","8H.2.4","8H.2","1","CTB History"
"8","Cultures","8H.3","8H","1","CTB History"
"8","Components of culture","8H.3.1","8H.3","1","CTB History"
"8","Connections between cultures worldwide","8H.3.2","8H.3","1","CTB History"
"8","Preservation and assimilation of cultures","8H.3.3","8H.3","1","CTB History"
"8","Time cognition and chronology","8H.4","8H","1","CTB History"
"8","Time concepts and terms","8H.4.1","8H.4","1","CTB History"
"8","Historical research and analysis","8H.5","8H","1","CTB History"
"8","Obtain historical data","8H.5.1","8H.5","1","CTB History"
"8","Analyze historical data","8H.5.2","8H.5","1","CTB History"
"8","Science","8SC","8","1","CTB Science"
"8","Life science","8SC.1","8SC","1","CTB Science"
"8","Cells and energy","8SC.1.1","8SC.1","1","CTB Science"
"8","Changes over time","8SC.1.2","8SC.1","1","CTB Science"
"8","Ecology","8SC.1.3","8SC.1","1","CTB Science"
"8","Habitat and adaptation","8SC.1.4","8SC.1","1","CTB Science"
"8","Heredity","8SC.1.5","8SC.1","1","CTB Science"
"8","Life cycles","8SC.1.6","8SC.1","1","CTB Science"
"8","Organ systems","8SC.1.7","8SC.1","1","CTB Science"
"8","Taxonomy","8SC.1.8","8SC.1","1","CTB Science"
"8","Physical science","8SC.2","8SC","1","CTB Science"
"8","Energy","8SC.2.1","8SC.2","1","CTB Science"
"8","Motions and forces","8SC.2.2","8SC.2","1","CTB Science"
"8","Structure and properties of matter","8SC.2.3","8SC.2","1","CTB Science"
"8","Earth and space","8SC.3","8SC","1","CTB Science"
"8","Rock dynamics","8SC.3.1","8SC.3","1","CTB Science"
"8","Solar system","8SC.3.2","8SC.3","1","CTB Science"
"8","Weather, atmosphere, and climate","8SC.3.3","8SC.3","1","CTB Science"
"8","Water dynamics","8SC.3.4","8SC.3","1","CTB Science"
"8","Earth-moon systems","8SC.3.5","8SC.3","1","CTB Science"
"8","Universe","8SC.3.6","8SC.3","1","CTB Science"
"8","Inquiry","8SC.4","8SC","1","CTB Science"
"8","Data interpretation","8SC.4.1","8SC.4","1","CTB Science"
"8","Methods and design","8SC.4.2","8SC.4","1","CTB Science"
"8","Science and technology","8SC.5","8SC","1","CTB Science"
"8","Design of technology","8SC.5.1","8SC.5","1","CTB Science"
"8","Use of technology","8SC.5.2","8SC.5","1","CTB Science"
"8","Science and technology","8SC.5.3","8SC.5","1","CTB Science"
"8","Careers","8SC.5.4","8SC.5","1","CTB Science"
"8","Personal and social perspectives","8SC.6","8SC","1","CTB Science"
"8","Health","8SC.6.1","8SC.6","1","CTB Science"
"8","Environment","8SC.6.2","8SC.6","1","CTB Science"
"8","Technology and society","8SC.6.3","8SC.6","1","CTB Science"
"8","History and nature of science","8SC.7","8SC","1","CTB Science"
"8","Contributor and contribution","8SC.7.1","8SC.7","1","CTB Science"
"8","Historical concepts","8SC.7.2","8SC.7","1","CTB Science"
"8","Nature of science","8SC.7.3","8SC.7","1","CTB Science"
"8","Science in ancient cultures","8SC.7.4","8SC.7","1","CTB Science"
"8","Timelines","8SC.7.5","8SC.7","1","CTB Science"
"9","Grade 9","9","CTB","2",""
"9","Reading","9R","9","3","CTB Reading"
"9","Vocabulary","9R.1","9R","4","CTB Reading"
"9","Word meaning","9R.1.1","9R.1","5","CTB Reading"
"9","Context clues","9R.1.1.1","9R.1.1","6","CTB Reading"
"9","Signal words","9R.1.1.2","9R.1.1","6","CTB Reading"
"9","Word analysis","9R.1.2","9R.1","5","CTB Reading"
"9","Root words","9R.1.2.1","9R.1.2","6","CTB Reading"
"9","Word origins","9R.1.2.2","9R.1.2","6","CTB Reading"
"9","Basic understanding","9R.2","9R","4","CTB Reading"
"9","Text elements","9R.2.1","9R.2","5","CTB Reading"
"9","Character","9R.2.1.1","9R.2.1","6","CTB Reading"
"9","Sequence of events-information","9R.2.1.2","9R.2.1","6","CTB Reading"
"9","Stated information","9R.2.2","9R.2","5","CTB Reading"
"9","Main idea","9R.2.2.1","9R.2.2","6","CTB Reading"
"9","Facts-details","9R.2.2.2","9R.2.2","6","CTB Reading"
"9","Summary or retelling","9R.2.3","9R.2","5","CTB Reading"
"9","Analyze text","9R.3","9R","4","CTB Reading"
"9","Text relationships","9R.3.1","9R.3","5","CTB Reading"
"9","Compare-contrast","9R.3.1.1","9R.3.1","6","CTB Reading"
"9","Cause-effect","9R.3.1.2","9R.3.1","6","CTB Reading"
"9","Order-sequence","9R.3.1.3","9R.3.1","6","CTB Reading"
"9","Inferences and conclusions","9R.3.2","9R.3","5","CTB Reading"
"9","Text elements","9R.3.3","9R.3","5","CTB Reading"
"9","Implied main idea-theme","9R.3.3.1","9R.3.3","6","CTB Reading"
"9","Supporting evidence","9R.3.3.2","9R.3.3","6","CTB Reading"
"9","Character analysis","9R.3.3.3","9R.3.3","6","CTB Reading"
"9","Plot analysis","9R.3.3.4","9R.3.3","6","CTB Reading"
"9","Figurative language and literary devices","9R.3.4","9R.3","5","CTB Reading"
"9","Personification","9R.3.4.1","9R.3.4","6","CTB Reading"
"9","Simile-metaphor","9R.3.4.2","9R.3.4","6","CTB Reading"
"9","Idioms","9R.3.4.3","9R.3.4","6","CTB Reading"
"9","Analogies","9R.3.4.4","9R.3.4","6","CTB Reading"
"9","Imagery","9R.3.4.5","9R.3.4","6","CTB Reading"
"9","Irony","9R.3.4.6","9R.3.4","6","CTB Reading"
"9","Genre","9R.3.5","9R.3","5","CTB Reading"
"9","Evaluate and extend meaning","9R.4","9R","4","CTB Reading"
"9","Connections beyond or between texts","9R.4.1","9R.4","5","CTB Reading"
"9","Predict-hypothesize","9R.4.1.1","9R.4.1","6","CTB Reading"
"9","Synthesize","9R.4.1.2","9R.4.1","6","CTB Reading"
"9","Generalize","9R.4.1.3","9R.4.1","6","CTB Reading"
"9","Author elements","9R.4.2","9R.4","5","CTB Reading"
"9","Purpose-point of view","9R.4.2.1","9R.4.2","6","CTB Reading"
"9","Style and techniques","9R.4.2.2","9R.4.2","6","CTB Reading"
"9","Propaganda-stereotypes","9R.4.2.3","9R.4.2","6","CTB Reading"
"9","Individual response to text","9R.4.3","9R.4","5","CTB Reading"
"9","Fact-opinion","9R.4.4","9R.4","5","CTB Reading"
"9","Text organization and reading strategies","9R.5","9R","4","CTB Reading"
"9","Structure of text","9R.5.1","9R.5","5","CTB Reading"
"9","Topics","9R.5.1.1","9R.5.1","6","CTB Reading"
"9","Graphic features-illustrations","9R.5.1.2","9R.5.1","6","CTB Reading"
"9","Patterns","9R.5.1.3","9R.5.1","6","CTB Reading"
"9","Organizing strategies","9R.5.2","9R.5","5","CTB Reading"
"9","Note-taking","9R.5.2.1","9R.5.2","6","CTB Reading"
"9","Outlining","9R.5.2.2","9R.5.2","6","CTB Reading"
"9","Reading techniques","9R.5.3","9R.5","5","CTB Reading"
"9","Preview-skim-scan","9R.5.3.1","9R.5.3","6","CTB Reading"
"9","Formulate questions","9R.5.3.2","9R.5.3","6","CTB Reading"
"9","Research skills","9R.6","9R","4","CTB Reading"
"9","Informational sources","9R.6.1","9R.6","5","CTB Reading"
"9","Reference books","9R.6.1.1","9R.6.1","6","CTB Reading"
"9","Magazines and newspapers","9R.6.1.2","9R.6.1","6","CTB Reading"
"9","Electronic-media based","9R.6.1.3","9R.6.1","6","CTB Reading"
"9","Interviews","9R.6.1.4","9R.6.1","6","CTB Reading"
"9","Evaluate accuracy","9R.6.1.5","9R.6.1","6","CTB Reading"
"9","Cite references","9R.6.1.6","9R.6.1","6","CTB Reading"
"9","Research","9R.6.2","9R.6","5","CTB Reading"
"9","Select topic","9R.6.2.1","9R.6.2","6","CTB Reading"
"9","Formulate questions","9R.6.2.2","9R.6.2","6","CTB Reading"
"9","Select appropriate resources","9R.6.2.3","9R.6.2","6","CTB Reading"
"9","Language","9L","9","3","CTB Language"
"9","Language structure and conventions editing skills","9L.1","9L","4","CTB Language"
"9","Parts of speech; grammar and usage","9L.1.1","9L.1","5","CTB Language"
"9","Nouns; pronouns","9L.1.1.1","9L.1.1","6","CTB Language"
"9","Agreement","9L.1.1.1.1","9L.1.1.1","7","CTB Language"
"9","Compound subject, verb agreement","9L.1.1.1.2","9L.1.1.1","7","CTB Language"
"9","Objective","9L.1.1.1.3","9L.1.1.1","7","CTB Language"
"9","Possessive","9L.1.1.1.4","9L.1.1.1","7","CTB Language"
"9","Relative, interrogative","9L.1.1.1.5","9L.1.1.1","7","CTB Language"
"9","Verbs","9L.1.1.2","9L.1.1","6","CTB Language"
"9","Tense; regular, irregular","9L.1.1.2.1","9L.1.1.2","7","CTB Language"
"9","Agreement","9L.1.1.2.2","9L.1.1.2","7","CTB Language"
"9","Easily confused verbs","9L.1.1.2.3","9L.1.1.2","7","CTB Language"
"9","Adjectives","9L.1.1.3","9L.1.1","6","CTB Language"
"9","Adverbs","9L.1.1.4","9L.1.1","6","CTB Language"
"9","Conjunctions","9L.1.1.5","9L.1.1","6","CTB Language"
"9","Coordinating, subordinating","9L.1.1.5.1","9L.1.1.5","7","CTB Language"
"9","Prepositional phrases","9L.1.1.6","9L.1.1","6","CTB Language"
"9","Common errors","9L.1.1.6.1","9L.1.1.6","7","CTB Language"
"9","Sentence structure","9L.1.2","9L.1","5","CTB Language"
"9","Complex, complete, fragment, run-on","9L.1.2.1","9L.1.2","6","CTB Language"
"9","Combining sentences","9L.1.2.2","9L.1.2","6","CTB Language"
"9","Structural problems","9L.1.2.3","9L.1.2","6","CTB Language"
"9","Capitalization","9L.1.3","9L.1","5","CTB Language"
"9","Proper nouns, common","9L.1.3.1","9L.1.3","6","CTB Language"
"9","Titles","9L.1.3.2","9L.1.3","6","CTB Language"
"9","Direct quotes, dialogue","9L.1.3.3","9L.1.3","6","CTB Language"
"9","Punctuation","9L.1.4","9L.1","5","CTB Language"
"9","Commas; series, compound sentences","9L.1.4.1","9L.1.4","6","CTB Language"
"9","Colons","9L.1.4.2","9L.1.4","6","CTB Language"
"9","Semicolons","9L.1.4.3","9L.1.4","6","CTB Language"
"9","Parentheses","9L.1.4.4","9L.1.4","6","CTB Language"
"9","Apostrophes for possession","9L.1.4.5","9L.1.4","6","CTB Language"
"9","Abbreviations","9L.1.4.6","9L.1.4","6","CTB Language"
"9","Quotation marks","9L.1.4.7","9L.1.4","6","CTB Language"
"9","Spelling","9L.1.5","9L.1","5","CTB Language"
"9","Frequently misspelled words","9L.1.5.1","9L.1.5","6","CTB Language"
"9","Vocabulary","9L.1.6","9L.1","5","CTB Language"
"9","Word choice, effective words, precise language","9L.1.6.1","9L.1.6","6","CTB Language"
"9","Connective, transitional words and devices","9L.1.6.2","9L.1.6","6","CTB Language"
"9","Figurative language","9L.1.6.3","9L.1.6","6","CTB Language"
"9","Writing process","9L.2","9L","4","CTB Language"
"9","Prewriting; organizing strategies","9L.2.1","9L.2","5","CTB Language"
"9","Listing, mapping, graphic organizers, questions","9L.2.1.1","9L.2.1","6","CTB Language"
"9","Develop and revise draft","9L.2.2","9L.2","5","CTB Language"
"9","Style, format, voice, tone, awareness of audience","9L.2.2.1","9L.2.2","6","CTB Language"
"9","Paragraph development","9L.2.2.2","9L.2.2","6","CTB Language"
"9","Introduce topic","9L.2.2.2.1","9L.2.2.2","7","CTB Language"
"9","Conclusion, summary","9L.2.2.2.2","9L.2.2.2","7","CTB Language"
"9","Writing organization","9L.2.3","9L.2","5","CTB Language"
"9","Revise; add, delete, combine, rearrange, proofread","9L.2.3.1","9L.2.3","6","CTB Language"
"9","Expository writing","9L.2.4","9L.2","5","CTB Language"
"9","Narrative writing","9L.2.5","9L.2","5","CTB Language"
"9","Persuasive writing","9L.2.6","9L.2","5","CTB Language"
"9","Mathematics","9M","9","3","CTB Mathematics"
"9","Number and operations","9M.1","9M","4","CTB Mathematics"
"9","Equivalent forms","9M.1.1","9M.1","5","CTB Mathematics"
"9","Decimals","9M.1.1.1","9M.1.1","6","CTB Mathematics"
"9","Scientific notation","9M.1.1.2","9M.1.1","6","CTB Mathematics"
"9","Compare, order","9M.1.2","9M.1","5","CTB Mathematics"
"9","Fractions","9M.1.2.1","9M.1.2","6","CTB Mathematics"
"9","Rational numbers","9M.1.2.2","9M.1.2","6","CTB Mathematics"
"9","Fractions, decimals, percents","9M.1.3","9M.1","5","CTB Mathematics"
"9","Applications of percent","9M.1.3.1","9M.1.3","6","CTB Mathematics"
"9","Ratio-proportion","9M.1.4","9M.1","5","CTB Mathematics"
"9","Solve problems with ratios, proportions","9M.1.4.1","9M.1.4","6","CTB Mathematics"
"9","Unit costs","9M.1.4.2","9M.1.4","6","CTB Mathematics"
"9","Number theory","9M.1.5","9M.1","5","CTB Mathematics"
"9","Identify greatest common factor","9M.1.5.1","9M.1.5","6","CTB Mathematics"
"9","Identify least common multiple","9M.1.5.2","9M.1.5","6","CTB Mathematics"
"9","Identify prime factorization","9M.1.5.3","9M.1.5","6","CTB Mathematics"
"9","Computation","9M.1.6","9M.1","5","CTB Mathematics"
"9","Fractions","9M.1.6.1","9M.1.6","6","CTB Mathematics"
"9","Square roots","9M.1.6.2","9M.1.6","6","CTB Mathematics"
